categories
cafe
cake_orders
canteen
food_and_lunch_delivery
food_delivery
foodmall_gastro_market
pizzeria
restaurant
sushi_bar
bakery
butcher_shop
cheese_shop
coffee_store
confectionary
cookery_store
dairy_products_shop
dairy_products_wholesale
dietetic_and_diabetic_nutrition
egg_and_poultry_meat
fish_and_seafood
food_hypermarket
foodstuffs_wholesale
greengrocery
grocery
honey_and_beekeeping
ice_cream
meat_products_wholesale
non_alcoholic_beverages
nuts_snacks_dried_fruits
pastry_production
sushi_and_asian_food_store
tea_shop
vegetables_and_fruit_wholesale
water_store
alternative_medicine
ambulance_services
ambulatory_care_centre_first_aid_post
blood_donor_center
children's_dentistry
children's_hospital
children's_medical_center
children's_polyclinic
dental_clinic
dental_laboratory
dental_materials_and_equipment
dental_polyclinic
diagnostic_center
dialysis_center
disability_aids
dispensary
drug_abuse_clinic
equipment_of_laboratories
family_planning_clinic
forensic_medical_examination
gynecology_clinic
health_products
hearing_aids
home_care
hospice
hospital
injury_care_center
manufacture_of_prosthetic_and_orthopedic_products
massage_equipment
massage_salon
maternity_hospital
medical_center_clinic
medical_equipment
medical_equipment_repairs
medical_examination
medical_furniture
medical_goods_and_consumables
medical_laboratory
medical_rehabilitation_centre
medical_supply_store
medical_tourism
medical_unit
military_hospital
nursing_service
nursing_services
orthopedic_shop
osteopathy
patient_transportation
perinatal_medical_centre
pharmaceutical_company
pharmaceutical_equipment
pharmacy
pharmacy_reference_service
phytoproducts_dietary_supplements
podology
polyclinic_for_adults
private_practice_doctors
psychiatric_clinic
psychotherapist
salt_cave
specialized_hospital
speech_therapists
urology_center
vaccination_point
vision_correction
wellness_center
women's_consultation
antique_store
aroma_products
artificial_plants_and_flowers
atvs_water_scooters_and_snowmobiles
baby_food_store
baby_food_wholesale
baby_strollers
bags_and_suitcases_store
bathroom_furniture
beach_goods_store
bedding_shop
bedroom_furniture
bicycle_shop
billiard_shop
blinds_and_roller_blinds
board_games
boats_motor_boats_yachts
cabinet_furniture
carnival_theater_and_dance_costumes
carpet_covers
carpet_shop
children's_clothing_store
children's_goods_wholesale
children's_shoe_shop
children's_store
christmas_trees_and_christmas_decorations
closets
clothes_wholesale
clothing_store
consumables_for_office_equipment
consumer_goods
convenience_store
curtains_curtain_rods
custom_furniture
department_store
discounter
disposable_tableware
drapery_shop
duty_free_shop
electric_transport_store
embroidery_services
equipment_for_scuba_diving
evening_dresses_salon
exclusive_furniture
fashion_house
fireplaces_stoves
fishing_gear_and_supplies
fixed_price_shop
flower_shop
fur_and_leather_shop
furniture_assembly
furniture_factory
furniture_fittings_and_components
furniture_store
garden_center
garden_furniture
garden_tools_and_equipment
gardening_shop
gift_and_souvenir_shop
goods_by_catalogs
goods_for_bath_and_sauna
gypsum_products
haberdashery_and_accessories_shop
haberdashery_wholesale
hat_shop
home_goods_store
home_theaters
household_chemicals_wholesale
household_goods_and_chemicals_shop
household_goods_wholesale
hunting_supplies
hypermarket
interior_goods
jeans_store
jewelry_shop
jewelry_store
jewelry_wholesale
kids_furniture
kitchen_furniture
knife_shop
knitwear
lamps
leather_products_wholesale
lingerie_and_swimwear_shop
locks_and_locking_devices
maternity_store
mattresses
metal_furniture
military_uniform
office_equipment
office_furniture
outerwear_shop
partition_systems
plastic_products
plus_size_clothing
projectors_and_multimedia_equipment
sales_agent
second_hand_shop
seed_shop
sewing_accessories
shelving
shoe_store
shoe_studio
shopping_mall
sports_equipment
sports_nutrition
sports_store
sportswear_and_shoes
stationery_store
stationery_wholesale
stockings_and_tights_shop
supermarket
tableware_shop
tableware_wholesale
tailor
tapestries
textile_company
thrift_store
tourism_equipment
toys_and_games
underwear_wholesale
upholstered_furniture
video_game_consoles
wardrobe_systems
watch_shop
water_scooters
wholesale_store
workwear
assistance_in_registering_vehicle_design_changes
auto_accessories
auto_acoustics
auto_auction
auto_body_repair
auto_cleaning
auto_detailing
auto_electrics_repair
auto_glass
auto_light
auto_parts_and_auto_goods_store
auto_studio
auto_technical_assistance
auto_technical_assistance_car_evacuation
autocosmetics_auto_chemical_goods
autodiagnostics
automatic_transmission_repair
automobile_air_conditioning
automotive_enamels_car_paints
bus_spare_parts
car_alarm
car_dealership
car_keys
car_market
car_painting
car_radiators
car_seats
car_service_auto_repair
car_wash
car_window_tinting
car_wrapping
cargo_car_wash
driving_school
driving_training_facility
electric_car_charging_station
electric_vehicles_sales_and_service
engine_dealer
engine_oils
engine_repairs
express_oil_change
floating_gas_station
gas_station
installation_of_lpg
interdistrict_registration_and_examination_office
lpg_filling_station
manufacture_of_license_plates
motorcycle_dealership
motorcycle_equipment_and_accessories
motorcycle_repair
motorcycle_school
motorcycle_spare_parts
re_equipment_of_vehicles
refueling_of_car_air_conditioners
sale_of_used_cars
tire_service
tires_and_wheels
traffic_police
tuning_studio
used_car_dealer
vehicle_assessment
vehicle_inspection_station
barber_shop
beauty_salon
cosmetology
distributors_of_cosmetics_and_household_chemicals
eyebrow_and_eyelash_salon
float_center
hair_extensions
hair_extensions
hair_removal
hairdresser
indoor_tanning
makeup_artists_stylists
nail_salon
perfume_and_cosmetic_company
perfume_and_cosmetics_shop
permanent_makeup_studio
personal_hygiene_products
piercing_studio
plastic_surgery
spa
sugaring
tattoo_studio
wigs_hairpieces
adhesives
aggregates
air_conditioners
air_purifiers_humidifiers_and_fragrances
aluminum_aluminum_structures
architectural_firm
blasting
boilers_and_boiler_equipment
brick
building_automation
building_blocks
building_constructions
building_cooperative
building_maintenance
building_materials_wholesale
building_mixes
cabling
cement
concrete_concrete_products
construction_and_equipment_of_gas_stations
construction_and_finishing_works
construction_and_installation_of_swimming_pools_water_parks
construction_and_maintenance_of_engineering_networks
construction_and_repair_of_railway_tracks
construction_and_repair_of_roads
construction_company
construction_equipment_and_machinery
construction_expertise_and_technical_supervision
construction_fittings
construction_of_baths_and_saunas
construction_of_country_houses_and_cottages
construction_of_sports_facilities
construction_tools
demolition_of_buildings
design_institute
diamond_cutting
drainage_systems
drilling_operations
earthworks
electric_and_gas_powered_tools
electric_heaters
electrical_works
engineering
fasteners
fiberglass
floor_screed
flooring_for_playgrounds
formwork
frame_and_awning_structures
heating_equipment_and_systems
industrial_cleaning_of_facilities_and_equipment
industrial_construction
industrial_mountaineering
installation_and_maintenance_of_heating_systems
installation_and_maintenance_of_water_supply_and_sanitation
installation_of_air_conditioners
installation_of_networks
installation_works
insulation_materials
insulation_works
lifts_and_equipment
lumber
maintenance_of_swimming_pools
metal_rolling
metal_structures
paving_tile
pipes_and_accessories
plexiglass_polycarbonate
plumbing_equipment
plumbing_wholesale
plumbing_works
portaloos
precast_concrete
prefabricated_buildings
production_and_sale_of_septic_tanks
reclamation_works
refractories
rental_of_construction_and_special_equipment
road_construction_machines
road_materials
roofing
roofing_and_roofing_materials
sale_of_swimming_pools_and_equipment
scaffolding
sealants
shower_cabins
specialized_construction_works
stairs_and_stair_railings
stone_articles_and_fixtures
supply_of_building_objects
survey_works
thermal_insulation_materials
underwater_works
urban_improvement
ventilation_systems
water_filters
water_heaters
water_supply_and_sewage_systems
water_treatment_facilities_and_equipment
water_treatment_water_treatment_equipment
welding_services
wrought_iron
accountants
agricultural_credit_consumer_cooperative
atm
audit_company
bank
banking_service_point
brokerage_firm
buying_gold_and_jewelry
car_insurance
cash_at_the_counter
coin_exchange_terminal
credit_broker
credit_bureau
currency_exchange
dealing_center
debt_collection_agency
depositaries_and_registrars
e_commerce
e_commerce_payment_system
factoring_company
financial_consulting
gold_shop
insurance_agent
insurance_broker
insurance_company
investment_company
leasing_company
microfinance_institution
money_transfers
non_bank_deposit_and_credit_institution
pawnshop
payment_non_bank_credit_institution
payment_terminal
social_insurance_fund
tax_consultants
3d_services
aerial_photography
aid_collection_point
airline_tickets
banquet_hall
bridal_salon
bus_tickets
cake_orders
carpet_cleaning
cash_and_settlement_center
catering
cemetery
charity_container
chimney_sweepers
copy_center
creating_of_virtual_tours_and_panoramas
design_studio
digitization
disinfection_disinsection_deratization
district_heating
domestic_services
dry_cleaning
duplicating_of_disks
emergency_service
energy_supply
engineering_infrastructure
engraving_services
fireworks_and_pyrotechnics
flowers_and_bouquets_delivery
food_and_lunch_delivery
food_delivery
funeral_services
garden_care
gas_cylinders
gas_supply_services
goods_for_holiday
graphic_design_studio
homeless_shelter
homeowner_association
industrial_design
intercoms
interior_design
landscape_design
landscaping_of_premises
large_format_printing
laundry
municipal_housing_authority
nursing_home
organization_of_children_events
organization_of_events
parcel_automat
pension_fund
photo_booth
photo_studio
photo_studio_rental
photography
post_office
postal_services
power_bank_rental
presenters_and_event_hosts
printing_house
printing_materials
printing_on_t_shirts
printing_services
private_experts
railway_and_air_tickets
rental
rental_of_venues_for_cultural_events
ritual_accessories
sewage_disposal_services
social_rehabilitation_centre
social_research
social_service
subscription_agency
ticket_office
toll_station
transport_ticket_machine
video_production
videography
waste_management
waste_management_area
water_utilities
aerodrome
air_cargo
aircraft_and_helicopter_rental
airline
airport
airport_terminal
bus_depot
bus_station
bus_transportation
car_rental
car_shipping
cars_ordering
carsharing_operator
container_shipping
cruise_terminal
ferry_company
freight_forwarding
harbour_port
haulage
jetty
logistics_company
management_and_maintenance_of_air_transport
maritime_agency
monitoring_of_motor_vehicles
moving_company
public_transport_stop
public_transportation_department
rail_freight_transport
railroad_department
railway_passenger_company
railway_station
sea_and_river_stations
services_of_driver_without_a_car
services_of_movers
shipping_company
taxi
taxi_depot
taxi_ordering
taxi_rank
tram_depot
transport_company_car_depot
transportation_of_animals
transportation_of_goods_by_water
transportation_of_oil_products
transportation_of_oversized_cargo
water_base_boat_station
airline_tickets
anime_shop
anti_caf_
art_gallery
art_studio
art_supplies_and_crafts
art_workshop
artistic_group
banquet_hall
bathhouse
bookstore
bridal_salon
bus_tickets
catering
choreography_school
cinema
coin_dealers
comic_book_store
computer_club
concert_hall
cultural_center
dance_school
educational_equipment
educational_literature
entertainment_center
exhibition
exhibition_center
film_distributor
film_studio
fireworks_and_pyrotechnics
flowers_and_bouquets_delivery
garden
goods_for_holiday
house_of_culture
karaoke
leisure_club
magic_and_esoterics
museum
music_club
music_school
music_store
newsagents
nightclub
orchestra
organization_of_children_events
organization_of_events
philately
picture_framing
planetarium
play_room
presenters_and_event_hosts
quests
radio_parts_shop
radio_controlled_and_building_models
railway_and_air_tickets
rental_of_venues_for_cultural_events
sauna
scene
secondhand_bookshop
square
stained_glass
theater_and_concert_tickets
theatre
ticket_office
toll_station
transport_ticket_machine
urban_forest
virtual_reality_club
water_park
winter_entertainment
apartments
camping_area
dormitory
equipment_for_scuba_diving
exhibition
exhibition_center
fishing_gear_and_supplies
glamping
hostel
hotel
hotel_operator
hunting_supplies
museum
planetarium
resort
rural_tourism
sanatorium
short_term_housing_rental
summer_camp
tourism_equipment
tourist_camp
accountancy_courses
biotechnology
boarding_school
business_school
career_guidance_center
children's_developmental_center
children's_orrection_enter
club_for_children_and_teenagers
college
computer_courses
courses_and_master_classes
educational_center
educational_institution
engineering_bureau
film_school
foreign_language_courses
further_education
geodetic_equipment
geology_geophysics
gymnasium
hydrometeorology
kindergarten_nursery
lyceum
map_production
natural_resource_extraction
new_technologies
photography_school
primary_school
private_school
professional_development_center
religious_education
research_institute
research_organization
school
school_for_pregnant_women
school_of_the_arts
security_guard_training
sports_school
studying_abroad
technical_college
theater_and_circus_education
training
training_of_masters_for_beauty_salons
tutoring
university
vocational_school
adventure_park
atvs_water_scooters_and_snowmobiles
bicycle_shop
billiard_hall
billiard_shop
boats_motor_boats_yachts
bowling
climbing_centre
cybersport
diving
electric_transport_store
equipment_for_scuba_diving
extreme_sports_center
fishing_gear_and_supplies
fitness_club
flying_club
golf_club
horse_harness
horse_racing_track
horse_riding
hunters_and_fishers_clubs
hunting_supplies
kitesurfing
laser_tag
minigolf
padel_club
paintball
pilates_studio
rollerdrome
shooting_club_shooting_range
skatepark
ski_resort
ski_school
sports_and_entertainment_center
sports_arena
sports_association
sports_base
sports_center
sports_club
sports_equipment
sports_ground
sports_hall_gym
sports_nutrition
sports_store
sports_ticket_office
sportswear_and_shoes
squash_club
stadium
stretching
strikeball
sup
surfing
swimming_pool
swimming_school
tennis_court
tennis_lub
tourism_equipment
trampoline_center
wake_club
water_scooters
wind_tunnel
yacht_club
yoga_studio
animal_nursery
animal_shelter
aquariums
pet_hotel
pet_products_wholesale
pet_salon
pet_shop
terrariums
veterinary_clinic
veterinary_drugs_and_equipment
veterinary_laboratory
veterinary_pharmacy
zoo_center
3d_printing_equipment
acceptance_of_oversized_baggage
accessible_toilet
accessories_for_doors
accessories_for_glass_structures
administration
administration
advertising_agency
advertising_equipment_and_materials
agricultural_enterprise
agricultural_goods
agricultural_machinery_equipment
alcoholic_beverages
alcoholic_beverages_wholesale
amusement_park
amusement_ride
animation
antennas
antisplash_covers
apartment_complex
apartments_in_new_buildings
apostille_and_legalization
appliance_repair
appraisal_company
aquarium
arbitration_court
archive
archive_services
art_cluster
associations_and_industrial_unions
attorney
audio_and_video_devices_repair
auditorium
auto_club_motorcycle_club
automatic_doors_and_gates
autotents_and_canopies
aviation_and_airfield_equipment
baggage_room
baggage_storage
banking_equipment
bar_pub
bathing_place
batteries_and_chargers
beach
bearings
beauty_salon_equipment
bench
beverage_production
bicycle_parking
bicycle_repair
bike_rental
bike_track_velodrome
billboard_manufacturers
blog
boat_repairs
boat_tours
body_therapy
bookmakers
bread_factory
breeding_and_seed_production
brewery
building
bus_sales_and_repairs
business_center
business_club
business_consulting
business_incubator
business_services_for_entrepreneurs
business_tourism
businesses_and_franchises_for_sale
cable_tv
cables_and_wires
cadastral_works
call_center
camera_repair
capacitive_equipment_tanks
car_factory
car_service_and_garage_equipment
car_trailers
car_wash_equipment
carpentry
cash_desk
cash_register_repairs
cash_registers_and_supplies
casting_agency
catholic_church
ceiling_systems
centers_of_state_and_municipal_services
ceramic_tile
certification_authority
certification_center
chamber_of_commerce
charger_for_electric_scooters
charging_sockets
charity_fund
check_in_office
chemical_equipment
chemical_laboratory
chemical_reagents
cinema_equipment
city_telephone_network
civil_defense
claddings
cleaning_equipment_and_supplies
cleaning_services
climate_control_system_repair
clock_and_watch_repair
clothing_market
coaching
coal_company
coating
coffee_machine
coffee_machines
coffee_shop
coffee_to_go
cold_storage_facility
communications_company
community_organization
community_policing_point
companies_house
compressors
computer_accessories
computer_repairs_and_services
computer_store
computers_and_computer_components_wholesale
concert_and_theater_agencies
concierge_service
conference_and_meeting_hall
contact_lenses
containers
cottage_settlement
counters_and_metering_devices
courier_services
court
coworking
customs
customs_broker
darkstore
data_center
dating_agency
decorative_coatings
decorative_object_honor_board
departments_of_education
designing_and_modeling_of_clothing
detective_agency
directory
discount_systems_and_coupons
discs_vynil
document_management_automation
dog_park
dolphinarium
doors
drilling_equipment
drones_and_quadrocopters
dyes
electric_motors
electrical_and_wiring_accessories
electrical_equipment_repairs
electrical_products
electricity_meters
electronic_cigarette_repair
electronic_devices_and_components
electronic_goods_store
electronics_store
embassy_consulate
emergency_assembly_area
emergency_rescue_equipment_and_machinery
employment_center
energy_company
energy_equipment
energy_saving_and_energy_auditing
entry_sign
environmental_equipment_and_materials
environmental_organization
examination_of_industrial_safety
exchange
excursions
exhibition_hall
exhibition_stands
expertise
explosives
facades_and_facade_systems
family_ounseling
farmers_market
fast_food
fences_and_barriers
ferrous_metallurgy
fertilizers
fire_department
fire_hoses
fire_safety_systems
firefighting_equipment
fireproofing
fisheries_fish_farming
flooring
flour_and_grains
flower_market
fodder_and_feed_additives
food_ingredients_and_spices
food_manufacturers
food_processing_equipment
food_production_facility
food_raw_materials
food_vending_machine
food_court
foreign_trade_and_foreign_economic_organizations
foundry
fountain
frozen_food_products
fulfillment
furniture_repair
gaming_club
garage_cooperative
gardening_equipment_repair
garment_factory
gas_equipment
gazebo
gearboxes
genre_sculpture
glass_doors
glass_workshop
glass_glass_products
goods_for_confectioners
government_ministries_services
gps_equipment
grain_and_grain_waste
grain_elevator
greenhouse
greenhouse_equipment
group_therapy
hardware_for_windows
hardware_hypermarket
hardware_market
hardware_store
helipad
heraldry_and_genealogy
high_speed_urban_transport_station
home_appliances_wholesale
hookah_lounge
hotel_equipment
hotel_reservations
household_appliances_store
household_staff
housing_complex
hydraulic_and_pneumatic_equipment
immigration_office
industrial_chemistry
industrial_enterprise
industrial_equipment
industrial_equipment_repairs
industrial_infrastructure
industrial_refrigeration_equipment
industrial_refrigerator_repairs
inflatables
information_agency
information_security
information_website
inspection
instant_photo
intensive_animal_farming
international_organization
internet_cafe
internet_marketing
internet_service_provider
ip_telephony
irrigation_equipment
it_company
items_for_mobile_phones
jewellery_tools
jewelry_workshop
karting
labeling_bar_coding
labor_union
laminate
land_plots
landmark_attraction
laptops_tablets
laser_work
laundry_and_dry_cleaning_equipment
leather_workshop
led_systems
legal_services
library
licensing
lifting_equipment
light_engineering
light_industry_equipment
locks_installation_repair_opening
logging_timber_sales
logistical_and_technical_supply
lottery
lubricants
luggage_service
luxury_real_estate
machine_building
magnets_and_magnetic_systems
mailing_services
maintenance_of_electricity_networks
making_layouts
management_company
manufacture_and_repair_of_keys
manufacture_and_repair_of_musical_instruments
manufacture_and_sale_of_textiles
manufacture_and_wholesale_of_souvenirs
market
marketing_services
marketplace
mass_media_office
massage_chair
measuring_devices
measuring_instrument_repair
medical_information_services
memorial_plaque_foundation_stone
memorial_site_local_landmark
metal_detectors
metal_items_repair
metallurgical_enterprise
metalware
metalwork
metalworking_equipment
metro_station
migration_services
milling
mineral_water_springs
mining_equipment
mirror_manufacture_and_installation
mobile_network_operator
mobile_phone_store
modeling_agency
monument_to_technology
monument_memorial
mortgage_agency
mosque
