streetAddress2,desktopHours/desktopHours/Monday,desktopHours/desktopHours/Tuesday,desktopHours/desktopHours/Wednesday,desktopHours/desktopHours/Thursday,desktopHours/desktopHours/Friday,desktopHours/desktopHours/Saturday,desktopHours/desktopHours/Sunday,agentPaymentType,detail.hours/Monday,detail.hours/Tuesday,detail.hours/Wednesday,detail.hours/Thursday,detail.hours/Friday,detail.hours/Saturday,detail.hours/Sunday,sunOpenTime,is_dormant,thuCloseTime,searchName,wedCloseTime,friCloseTime,time_zone,monCloseTime,phone,satOpenTime,s_phone,postal,city,name,NAID,location,latitude,state,streetAddress,thuOpenTime,wedOpenTime,tueOpenTime,bankAccountRequired,streetAddress3,formattedAddress,satCloseTime,friOpenTime,country,locator_id,longitude,sunCloseTime,atmLocation,monOpenTime,tueCloseTime,2CharCountryISO,networkName,type,distance,tzOffset,detail.services/0,detail.services/1,detail.services/2,detail.services/3,detail.services/4,detail.services/5,detail.services/6,id,desktopServices/0/desktopServices/0,desktopServices/0/desktopServices/1,desktopServices/0/desktopServices/2,desktopServices/0/desktopServices/3,desktopServices/0/desktopServices/4,desktopServices/0/desktopServices/5,desktopServices/0/desktopServices/6,CODECL,stage_and_pay,COUNTRY_NAME,orig_id,Spanish_Message,actionFilter,English_Message,services,detailsUrl,sendToCuba,wuAgent,detail.services/7,detail.services/8,detail.services/9,desktopServices/0/desktopServices/7,desktopServices/0/desktopServices/8,desktopServices/0/desktopServices/9
NEAR AL REYADA VETERINARY,08:20 AM - 10:40 PM,08:20 AM - 10:40 PM,08:20 AM - 10:40 PM,08:20 AM - 10:40 PM,08:20 AM - 10:40 PM,08:20 AM - 10:40 PM,08:20 AM - 10:40 PM,,08:20 AM - 10:40 PM,08:20 AM - 10:40 PM,08:20 AM - 10:40 PM,08:20 AM - 10:40 PM,08:20 AM - 10:40 PM,08:20 AM - 10:40 PM,08:20 AM - 10:40 PM,08:20,,22:40,SAAD EXCHANGE,22:40,22:40,Asia/Dubai,22:40,(+971) 2-5514201,08:20,97125514201,,Abu Dhabi,SAAD EXCHANGE,56685df3fd6dc5433aeaee75d526cde4,"24.326547,54.535736",24.326547,ABU DHABI,Bldg Saeed Al Mansoor Dolphin,08:20,08:20,08:20,N,LIMITS BY LINTL BY AGENT 00879600,"Bldg Saeed Al Mansoor Dolphin, Near Al Reyada Veterinary, Limits By Lintl By Agent 00879600, Abu Dhabi, Abu Dhabi, Ae",22:40,08:20,AE,,54.535736,22:40,N,08:20,22:40,AE,SAAD EXCHANGE,,122.06,240,Cash Money Transfer,Mobile Money Transfer,Pick Up Cash,Money Transfer,Money Transfer to a Bank Account,Quick Pay,Quick Cash,0a7dbb8e23acc8657386e068eea85766,moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash,8,,United Arab Emirates,AED200111,,,,"moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash",ae/abu-dhabi/abu-dhabi/0a7dbb8e23acc8657386e068eea85766,FALSE,FALSE,,,,,,
NEAR: MADINAT AL KHEIR SUPERMARKET,09:00 AM - 11:59 PM,09:00 AM - 11:59 PM,09:00 AM - 11:59 PM,09:00 AM - 11:59 PM,09:00 AM - 11:59 PM,09:00 AM - 11:59 PM,09:00 AM - 11:59 PM,,09:00 AM - 11:59 PM,09:00 AM - 11:59 PM,09:00 AM - 11:59 PM,09:00 AM - 11:59 PM,09:00 AM - 11:59 PM,09:00 AM - 11:59 PM,09:00 AM - 11:59 PM,09:00,,23:59,LULU INTERNATIONAL EXCHANGE LLC,23:59,23:59,Asia/Dubai,23:59,(+971) 2-5463455,09:00,97125463455,5379,Musaffah,LULU INTERNATIONAL EXCHANGE LLC,d2dc7817103cee9d1234c77438ca7e4c,"24.348956,54.500405",24.348956,ABU DHABI,Bldg 75270 Plot 21 Musafah Ind Area St,09:00,09:00,09:00,N,TRANSACTION LIMITS BY ROM 00937849,"Bldg 75270 Plot 21 Musafah Ind Area St, Near: Madinat Al Kheir Supermarket, Transaction Limits By Rom 00937849, Musaffah, Abu Dhabi, Ae",23:59,09:00,AE,,54.500405,23:59,N,09:00,23:59,AE,LULU INTERNATIONAL EXCHANGE LL,,122.11,240,Cash Money Transfer,Mobile Money Transfer,Pick Up Cash,Money Transfer,Money Transfer to a Bank Account,Quick Pay,Quick Cash,da3305723308f53e6753441dae284215,moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash,8,,United Arab Emirates,AED220878,,,,"moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash",ae/abu-dhabi/musaffah/da3305723308f53e6753441dae284215,FALSE,FALSE,,,,,,
,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00,,23:59,AL ANSARI EXCHANGE,23:59,23:59,Asia/Dubai,23:59,(+971) 2-8723448,08:00,97128723448,,Mohammed Bin Zayed City,AL ANSARI EXCHANGE,dd695127669a28f6f72eb3d3cad2c218,"24.313648,54.556277",24.313648,ABU DHABI,Mohammed Bin Zayed City Community Market,08:00,08:00,08:00,N,,"Mohammed Bin Zayed City Community Market, Mohammed Bin Zayed City, Abu Dhabi, Ae",23:59,08:00,AE,,54.556277,23:59,N,08:00,23:59,AE,AL ANSARI EXCHANGE,,122.12,240,Cash Money Transfer,Pick Up Cash,Money Transfer,Quick Pay,Quick Cash,,,2688067984e2d70cf09acda7046ad04c,moneyTransferSend,moneyTransferReceive,moneyTransfer,quickPay,quickCash,,,8,,United Arab Emirates,AED015861,,,,"moneyTransferSend,moneyTransferReceive,moneyTransfer,quickPay,quickCash",ae/abu-dhabi/mohammed-bin-zayed-city/2688067984e2d70cf09acda7046ad04c,FALSE,FALSE,,,,,,
AREA MAFRAQ INDUSTRIAL,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,08:30,,23:00,BELHASA GLOBAL EXCHANGE,23:00,23:00,Asia/Dubai,23:00,(+971) 2-5856967,08:30,97125856967,,Abu Dhabi,BELHASA GLOBAL EXCHANGE,cddc8eab1326b774875df5d3d71b9fed,"24.260244,54.630289",24.260244,ABU DHABI,Bldg Parco Mall Shop G03 Al Istnara St,08:30,08:30,08:30,N,LIMITS BY CMP 749942,"Bldg Parco Mall Shop G03 Al Istnara St, Area Mafraq Industrial, Limits By Cmp 749942, Abu Dhabi, Abu Dhabi, Ae",23:00,08:30,AE,,54.630289,23:00,N,08:30,23:00,AE,BELHASA GLOBAL EXCHANGE,,122.19,240,Cash Money Transfer,Mobile Money Transfer,Pick Up Cash,Money Transfer,Money Transfer to a Bank Account,Quick Pay,Quick Cash,d8a0f3798fb176ffad1e50310d93b9d8,moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash,8,,United Arab Emirates,AED880087,,,,"moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash",ae/abu-dhabi/abu-dhabi/d8a0f3798fb176ffad1e50310d93b9d8,FALSE,FALSE,,,,,,
NEAR BANIYAS COOP,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00 AM - 11:59 PM,08:00,,23:59,AL ANSARI EXCHANGE,23:59,23:59,Asia/Dubai,23:59,(+971) 2-6732690,08:00,97126732690,,Baniyas,AL ANSARI EXCHANGE,dd695127669a28f6f72eb3d3cad2c218,"24.351305,54.498113",24.351305,ABU DHABI,Bldg Baniyas Coop Al Jazeem 7th St,08:00,08:00,08:00,N,LIMITS BY ROM 00769740,"Bldg Baniyas Coop Al Jazeem 7th St, Near Baniyas Coop, Limits By Rom 00769740, Baniyas, Abu Dhabi, Ae",23:59,08:00,AE,,54.498113,23:59,N,08:00,23:59,AE,AL ANSARI EXCHANGE,,122.2,240,Cash Money Transfer,Mobile Money Transfer,Pick Up Cash,Money Transfer,Money Transfer to a Bank Account,Quick Pay,Quick Cash,67540ed9332e336465701370085f9b0d,moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash,8,,United Arab Emirates,AED015355,,,,"moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash",ae/abu-dhabi/baniyas/67540ed9332e336465701370085f9b0d,FALSE,FALSE,,,,,,
AREA MUSSAFAH,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00,,23:00,LARI EXCHANGE,23:00,23:00,Asia/Dubai,23:00,(+971) 2-5502877,08:00,97125502877,,Musaffah,LARI EXCHANGE,30b49ddeab560a7dfaf17177a3f8fd7c,"24.351379,54.498021",24.351379,ABU DHABI,Bldg Baniyas Co-op Society 11th St,08:00,08:00,08:00,N,LIMITS BY CMP 00749942,"Bldg Baniyas Co-op Society 11th St, Area Mussafah, Limits By Cmp 00749942, Musaffah, Abu Dhabi, Ae",23:00,08:00,AE,,54.498021,23:00,N,08:00,23:00,AE,LARI EXCHANGE ESTABLISHMENT,,122.2,240,Cash Money Transfer,Mobile Money Transfer,Pick Up Cash,Money Transfer,Money Transfer to a Bank Account,Quick Pay,Quick Cash,86ebc0395e562589ff7454c336d474e5,moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash,8,,United Arab Emirates,AED160444,,,,"moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash",ae/abu-dhabi/musaffah/86ebc0395e562589ff7454c336d474e5,FALSE,FALSE,,,,,,
NEAR BANIYAS COOP,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30 AM - 11:59 PM,07:30,,23:59,AL ANSARI EXCHANGE,23:59,23:59,Asia/Dubai,23:59,(+971) 2-4434533,07:30,97124434533,,Musaffah,AL ANSARI EXCHANGE,dd695127669a28f6f72eb3d3cad2c218,"24.351362,54.498105",24.351362,ABU DHABI,Bldg Baniyas Coop Musaffah 13th St,07:30,07:30,07:30,N,LIMITS BY ROM 00769740,"Bldg Baniyas Coop Musaffah 13th St, Near Baniyas Coop, Limits By Rom 00769740, Musaffah, Abu Dhabi, Ae",23:59,07:30,AE,,54.498105,23:59,N,07:30,23:59,AE,AL ANSARI EXCHANGE,,122.2,240,Cash Money Transfer,Mobile Money Transfer,Pick Up Cash,Money Transfer,Money Transfer to a Bank Account,Quick Pay,Quick Cash,b75bb87996ec1873629c45f05bf6d6b1,moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash,8,,United Arab Emirates,AED012428,,,,"moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash",ae/abu-dhabi/musaffah/b75bb87996ec1873629c45f05bf6d6b1,FALSE,FALSE,,,,,,
NEAR: AL MADINA HYPERMARKET,09:30 AM - 11:00 PM,09:30 AM - 11:00 PM,09:30 AM - 11:00 PM,09:30 AM - 11:00 PM,09:00 AM - 11:00 PM,09:30 AM - 11:00 PM,09:30 AM - 11:00 PM,,09:30 AM - 11:00 PM,09:30 AM - 11:00 PM,09:30 AM - 11:00 PM,09:30 AM - 11:00 PM,09:00 AM - 11:00 PM,09:30 AM - 11:00 PM,09:30 AM - 11:00 PM,09:30,,23:00,LULU INTERNATIONAL EXCHANGE LLC,23:00,23:00,Asia/Dubai,23:00,(+971) 2-6666142,09:30,97126666142,,Abu Dhabi,LULU INTERNATIONAL EXCHANGE LLC,d2dc7817103cee9d1234c77438ca7e4c,"24.260632,54.630304",24.260632,ABU DHABI,Bldg Parco Mall Al Selmiyyah St,09:30,09:30,09:30,N,TRANSACTION LIMITS BY ROM 00937849,"Bldg Parco Mall Al Selmiyyah St, Near: Al Madina Hypermarket, Transaction Limits By Rom 00937849, Abu Dhabi, Abu Dhabi, Ae",23:00,09:00,AE,,54.630304,23:00,N,09:30,23:00,AE,LULU INTERNATIONAL EXCHANGE LL,,122.23,240,Cash Money Transfer,Mobile Money Transfer,Pick Up Cash,Money Transfer,Money Transfer to a Bank Account,Quick Pay,Quick Cash,d0cd9d0470a00cea03e2072c7381b818,moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash,8,,United Arab Emirates,AED220472,,,,"moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash",ae/abu-dhabi/abu-dhabi/d0cd9d0470a00cea03e2072c7381b818,FALSE,FALSE,,,,,,
NEAR: IRANIAN MOSQUE,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00,,23:00,LULU INTERNATIONAL EXCHANGE LLC,23:00,23:00,Asia/Dubai,23:00,(+971) 2-6547000,09:00,97126547000,,Abu Dhabi,LULU INTERNATIONAL EXCHANGE LLC,d2dc7817103cee9d1234c77438ca7e4c,"24.352861,54.497731",24.352861,ABU DHABI,Bldg No 37 Al Jazzeem St,09:00,09:00,09:00,N,TRANSACTION LIMITS BY ROM 00937849,"Bldg No 37 Al Jazzeem St, Near: Iranian Mosque, Transaction Limits By Rom 00937849, Abu Dhabi, Abu Dhabi, Ae",23:00,09:00,AE,,54.497731,23:00,N,09:00,23:00,AE,LULU INTERNATIONAL EXCHANGE LL,,122.32,240,Cash Money Transfer,Mobile Money Transfer,Pick Up Cash,Money Transfer,Money Transfer to a Bank Account,Quick Pay,Quick Cash,55cbdbf09949e3d10959ab4e69189aa8,moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash,8,,United Arab Emirates,AED220735,,,,"moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash",ae/abu-dhabi/abu-dhabi/55cbdbf09949e3d10959ab4e69189aa8,FALSE,FALSE,,,,,,
NEAR: ZUBAIR ICE CREAM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00,,23:00,LULU INTERNATIONAL EXCHANGE LLC,23:00,23:00,Asia/Dubai,23:00,(+971) 2-5509219,09:00,97125509219,,Abu Dhabi,LULU INTERNATIONAL EXCHANGE LLC,d2dc7817103cee9d1234c77438ca7e4c,"24.352892,54.497721",24.352892,ABU DHABI,Bldg M 37 Al Musaffah St,09:00,09:00,09:00,N,TRANSACTION LIMITS BY ROM 00937849,"Bldg M 37 Al Musaffah St, Near: Zubair Ice Cream, Transaction Limits By Rom 00937849, Abu Dhabi, Abu Dhabi, Ae",23:00,09:00,AE,,54.497721,23:00,N,09:00,23:00,AE,LULU INTERNATIONAL EXCHANGE LL,,122.32,240,Cash Money Transfer,Mobile Money Transfer,Pick Up Cash,Money Transfer,Money Transfer to a Bank Account,Quick Pay,Quick Cash,e0a8292344337179fc462dee5b57b33d,moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash,8,,United Arab Emirates,AED220449,,,,"moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash",ae/abu-dhabi/abu-dhabi/e0a8292344337179fc462dee5b57b33d,FALSE,FALSE,,,,,,
NEAR: NGM WAREHOUSE,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00 AM - 11:00 PM,09:00,,23:00,LULU INTERNATIONAL EXCHANGE LLC,23:00,23:00,Asia/Dubai,23:00,(+971) 2-3098441,09:00,97123098441,,Abu Dhabi,LULU INTERNATIONAL EXCHANGE LLC,d2dc7817103cee9d1234c77438ca7e4c,"24.352892,54.497724",24.352892,ABU DHABI,Bldg Aaliya Plaza Al Jazzeem 7th St,09:00,09:00,09:00,N,TRANSACTION LIMITS BY ROM 00937849,"Bldg Aaliya Plaza Al Jazzeem 7th St, Near: Ngm Warehouse, Transaction Limits By Rom 00937849, Abu Dhabi, Abu Dhabi, Ae",23:00,09:00,AE,,54.497724,23:00,N,09:00,23:00,AE,LULU INTERNATIONAL EXCHANGE LL,,122.32,240,Cash Money Transfer,Mobile Money Transfer,Pick Up Cash,Money Transfer,Money Transfer to a Bank Account,Quick Pay,Quick Cash,c6d3b5878dd21a732c1d9c6fdc40b29a,moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash,8,,United Arab Emirates,AED220119,,,,"moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash",ae/abu-dhabi/abu-dhabi/c6d3b5878dd21a732c1d9c6fdc40b29a,FALSE,FALSE,,,,,,
"Ground floor ,Building of Mosa AlQubais",08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00,,23:00,Delma Exchange - Mussafah M37,23:00,23:00,Asia/Dubai,23:00,(+971) 2-5088270,08:00,97125088270,,Abu Dhabi,Delma Exchange - Mussafah M37,9366ae6faadab20cfa8763ffd132e773,"24.351938,54.500404",24.351938,Abu Dhabi,"Shop No 6,",08:00,08:00,08:00,N,CLASS CODE LINTL CREDIT 00882998,"Shop No 6,, Ground Floor ,building Of Mosa Alqubais, Class Code Lintl Credit 00882998, Abu Dhabi, Abu Dhabi, Ae",23:00,08:00,AE,,54.500404,23:00,N,08:00,23:00,AE,DELMA EXCHANGE,,122.38,240,Mobile Money Transfer,Pick Up Cash,Money Transfer,Money Transfer to a Bank Account,Quick Pay,Quick Cash,,bd5464880e697211d4ec9aee1bbaea4d,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash,,11,,United Arab Emirates,AED230163,,,,"mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash",ae/abu-dhabi/abu-dhabi/bd5464880e697211d4ec9aee1bbaea4d,FALSE,FALSE,,,,,,
NEAR: OASIS MEDICAL CENTRE,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,08:30,,23:00,FEDERAL EXCHANGE,23:00,23:00,Asia/Dubai,23:00,(+971) 2-8864075,08:30,97128864075,29407,Musaffah,FEDERAL EXCHANGE,e288f6281690153279f7f520317a0ef1,"24.346982,54.511456",24.346982,ABU DHABI,"Bldg Al Jimmi, Musaffah St",08:30,08:30,08:30,N,LIMITS BY ROS 00791332,"Bldg Al Jimmi, Musaffah St, Near: Oasis Medical Centre, Limits By Ros 00791332, Musaffah, Abu Dhabi, Ae",23:00,08:30,AE,,54.511456,23:00,N,08:30,23:00,AE,FEDERAL EXCHANGE,,122.54,240,Cash Money Transfer,Mobile Money Transfer,Pick Up Cash,Money Transfer,Money Transfer to a Bank Account,Quick Pay,Quick Cash,1cbc982e502fa190f1b06040e6b32086,moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash,8,,United Arab Emirates,AJ2190118,,,,"moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash",ae/abu-dhabi/musaffah/1cbc982e502fa190f1b06040e6b32086,FALSE,FALSE,,,,,,
AREA MUSSAFAH,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,08:30 AM - 11:00 PM,08:30,,23:00,FEDERAL EXCHANGE,23:00,23:00,Asia/Dubai,23:00,(+971) 2-5585841,08:30,97125585841,29407,Abu Dhabi,FEDERAL EXCHANGE,e288f6281690153279f7f520317a0ef1,"24.346982,54.511456",24.346982,ABU DHABI,Bldg M33 Jimi Workers Village 16th St,08:30,08:30,08:30,N,LIMITS BY ROS 00791332,"Bldg M33 Jimi Workers Village 16th St, Area Mussafah, Limits By Ros 00791332, Abu Dhabi, Abu Dhabi, Ae",23:00,08:30,AE,,54.511456,23:00,N,08:30,23:00,AE,FEDERAL EXCHANGE,,122.54,240,Cash Money Transfer,Mobile Money Transfer,Pick Up Cash,Money Transfer,Money Transfer to a Bank Account,Quick Pay,Quick Cash,701d971bebdd23e66401002059df22d1,moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash,8,,United Arab Emirates,AJ2190053,,,,"moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash",ae/abu-dhabi/abu-dhabi/701d971bebdd23e66401002059df22d1,FALSE,FALSE,,,,,,
AREA KHALIFA CITY SECTOR 33,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00,,23:00,LARI EXCHANGE,23:00,23:00,Asia/Dubai,23:00,(+971) 2-5571644,08:00,97125571644,,Abu Dhabi,LARI EXCHANGE,30b49ddeab560a7dfaf17177a3f8fd7c,"24.346683,54.512787",24.346683,ABU DHABI,Bldg Spar Supermarket Al Nawafil St,08:00,08:00,08:00,N,LIMITS BY CMP 00749942,"Bldg Spar Supermarket Al Nawafil St, Area Khalifa City Sector 33, Limits By Cmp 00749942, Abu Dhabi, Abu Dhabi, Ae",23:00,08:00,AE,,54.512787,23:00,N,08:00,23:00,AE,LARI EXCHANGE ESTABLISHMENT,,122.59,240,Cash Money Transfer,Mobile Money Transfer,Pick Up Cash,Money Transfer,Money Transfer to a Bank Account,Quick Pay,Quick Cash,31bf4c55b7a4b07e8e66956b465872e4,moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash,8,,United Arab Emirates,AED160323,,,,"moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash",ae/abu-dhabi/abu-dhabi/31bf4c55b7a4b07e8e66956b465872e4,FALSE,FALSE,,,,,,
AREA MUSSAFAH NEAR MEGA STORE,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00 AM - 11:00 PM,08:00,,23:00,LARI EXCHANGE,23:00,23:00,Asia/Dubai,23:00,(+971) 2-5503537,08:00,97125503537,,Abu Dhabi,LARI EXCHANGE,30b49ddeab560a7dfaf17177a3f8fd7c,"24.346723,54.512793",24.346723,ABU DHABI,Bldg M34 P1 Zone 6  - 16th St,08:00,08:00,08:00,N,LIMITS BY CMP 00749942,"Bldg M34 P1 Zone 6  - 16th St, Area Mussafah Near Mega Store, Limits By Cmp 00749942, Abu Dhabi, Abu Dhabi, Ae",23:00,08:00,AE,,54.512793,23:00,N,08:00,23:00,AE,LARI EXCHANGE ESTABLISHMENT,,122.59,240,Cash Money Transfer,Mobile Money Transfer,Pick Up Cash,Money Transfer,Money Transfer to a Bank Account,Quick Pay,Quick Cash,e186811576d57c3fee825970c0725321,moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash,8,,United Arab Emirates,AED160181,,,,"moneyTransferSend,mobileMoneyTransfer,moneyTransferReceive,moneyTransfer,directToBusiness,quickPay,quickCash",ae/abu-dhabi/abu-dhabi/e186811576d57c3fee825970c0725321,FALSE,FALSE,,,,,,
