Lat,Lng,Service,City,LocationName,Address,Icon,ViewUrl,Type
26.39479005046128,50.07013870016165,Branches and Sales Centers,DAMMAM,Alrowdha,Omar bin al-Khattab Street,/_layouts/15/BAB.V2.Internet.Web/images/bablogo-icon.png,https://goo.gl/maps/xXUPH5bPHGAQ6BQR9,Men Branch
24.758723,46.717083,Branches and Sales Centers,Riyadh,Alnuzha,othman bin affan road,/_layouts/15/BAB.V2.Internet.Web/images/bablogo-icon.png,https://goo.gl/maps/xXUPH5bPHGAQ6BQR9,Men Branch
24.780808,46.828219,Branches and Sales Centers,Riyadh,Alnahda Self Service Center,Prince Bander bin Abdulaziz street,/_layouts/15/BAB.V2.Internet.Web/images/bablogo-icon.png,https://goo.gl/maps/xXUPH5bPHGAQ6BQR9,Sales Centers
21.550416,39.204978,Branches and Sales Centers,JEDDAH,Alazezya,prince majed street,/_layouts/15/BAB.V2.Internet.Web/images/bablogo-icon.png,https://goo.gl/maps/xXUPH5bPHGAQ6BQR9,Men Branch
24.692311,46.60442,Branches and Sales Centers,Riyadh,Irqah,Prince Mishaal Street,/_layouts/15/BAB.V2.Internet.Web/images/bablogo-icon.png,https://goo.gl/maps/xXUPH5bPHGAQ6BQR9,Men Branch
26.345392,50.14615,Branches and Sales Centers,Dhahran,Telal Aldoha Self Service Center,Prince Mohammed bin Abdulaziz bin Fahad street,/_layouts/15/BAB.V2.Internet.Web/images/bablogo-icon.png,https://goo.gl/maps/xXUPH5bPHGAQ6BQR9,Sales Centers
21.5643,39.21537,Branches and Sales Centers,JEDDAH,Alrehab,prince Mohammed bin Abdulaziz street,/_layouts/15/BAB.V2.Internet.Web/images/bablogo-icon.png,https://goo.gl/maps/xXUPH5bPHGAQ6BQR9,Men Branch
21.564297,39.215366,Branches and Sales Centers,JEDDAH,Alrihab,prince Mohammed bin Abdulaziz street,/_layouts/15/BAB.V2.Internet.Web/images/bablogo-icon.png,https://goo.gl/maps/xXUPH5bPHGAQ6BQR9,Men & Ladies
24.704287,46.703269,Branches and Sales Centers,Riyadh,Altahlia,prince mohammed bin abdulaziz street- Alsulaimaneya,/_layouts/15/BAB.V2.Internet.Web/images/bablogo-icon.png,https://goo.gl/maps/xXUPH5bPHGAQ6BQR9,Men Branch
24.468018,39.547521,Branches and Sales Centers,Madina,Alazezya,prince Naif bin Abdulaziz street,/_layouts/15/BAB.V2.Internet.Web/images/bablogo-icon.png,https://goo.gl/maps/xXUPH5bPHGAQ6BQR9,Men Branch
26.411907,50.079068,Branches and Sales Centers,DAMMAM,Alrowdha,prince Naif street,/_layouts/15/BAB.V2.Internet.Web/images/bablogo-icon.png,https://goo.gl/maps/xXUPH5bPHGAQ6BQR9,Men Branch
25.37334,49.564873,Branches and Sales Centers,ALHASSA,Assulaimaniah Alhafouf,prince Saud bin Jlewi street,/_layouts/15/BAB.V2.Internet.Web/images/bablogo-icon.png,https://goo.gl/maps/xXUPH5bPHGAQ6BQR9,Men Branch
24.794583,46.677425,Branches and Sales Centers,Riyadh,E- University,"Prince Saud bin Mohammed bin Mugren street, exit 6",/_layouts/15/BAB.V2.Internet.Web/images/bablogo-icon.png,https://goo.gl/maps/xXUPH5bPHGAQ6BQR9,Men Branch
16.961125,42.821017,Branches and Sales Centers,JAZAN,Abo Areesh,prince Sultain bin Abdulaziz road,/_layouts/15/BAB.V2.Internet.Web/images/bablogo-icon.png,https://goo.gl/maps/xXUPH5bPHGAQ6BQR9,Men Branch
21.36344,39.89126,Branches and Sales Centers,Makkah,Alawali,prince Sultain bin Abdulaziz road-infront of security forces hospital,/_layouts/15/BAB.V2.Internet.Web/images/bablogo-icon.png,https://goo.gl/maps/xXUPH5bPHGAQ6BQR9,Men Branch
24.780804,46.828226,Branches and Sales Centers,Riyadh,Alkhaleej,prince sultan bin abdulaziz street,/_layouts/15/BAB.V2.Internet.Web/images/bablogo-icon.png,https://goo.gl/maps/xXUPH5bPHGAQ6BQR9,Men Branch
21.622524,39.137018,Branches and Sales Centers,JEDDAH,Almohamadeyah,prince sultan bin Abdulaziz street,/_layouts/15/BAB.V2.Internet.Web/images/bablogo-icon.png,https://goo.gl/maps/xXUPH5bPHGAQ6BQR9,Men Branch
24.629946,46.709777,Branches and Sales Centers,Riyadh,Aldeira,prince Turki bin Abdullah street,/_layouts/15/BAB.V2.Internet.Web/images/bablogo-icon.png,https://goo.gl/maps/xXUPH5bPHGAQ6BQR9,Men Branch
28.429027,45.975555,Branches and Sales Centers,Hafr Al-Batin,Hafr Abatin,Qutaibah bin Muslim district- king Abdulaziz road,/_layouts/15/BAB.V2.Internet.Web/images/bablogo-icon.png,https://goo.gl/maps/xXUPH5bPHGAQ6BQR9,Men & Ladies
22.784266,39.034036,Branches and Sales Centers,RABEGH,Alsamad-Rabegh,Rabegh road,/_layouts/15/BAB.V2.Internet.Web/images/bablogo-icon.png,https://goo.gl/maps/xXUPH5bPHGAQ6BQR9,Men Branch
26.005769,43.737283,Branches and Sales Centers,Badaeia,Albadaia,Riyadh Madina express road,/_layouts/15/BAB.V2.Internet.Web/images/bablogo-icon.png,https://goo.gl/maps/xXUPH5bPHGAQ6BQR9,Men Branch
24.671185,46.728955,Branches and Sales Centers,Riyadh,Almalaz,Salah Alden Alayobi road,/_layouts/15/BAB.V2.Internet.Web/images/bablogo-icon.png,https://goo.gl/maps/xXUPH5bPHGAQ6BQR9,Men Branch
21.57404,39.142356,Branches and Sales Centers,JEDDAH,Sari,Sari street,/_layouts/15/BAB.V2.Internet.Web/images/bablogo-icon.png,https://goo.gl/maps/xXUPH5bPHGAQ6BQR9,Men Branch
21.574074,39.142291,Branches and Sales Centers,JEDDAH,Sari,Sari street,/_layouts/15/BAB.V2.Internet.Web/images/bablogo-icon.png,https://goo.gl/maps/xXUPH5bPHGAQ6BQR9,Men & Ladies
21.585848,39.177123,Branches and Sales Centers,JEDDAH,Alfalak,Sari street interception with Alsitten,/_layouts/15/BAB.V2.Internet.Web/images/bablogo-icon.png,https://goo.gl/maps/xXUPH5bPHGAQ6BQR9,Men Branch
21.585852,39.17712,Branches and Sales Centers,JEDDAH,Duwar Alfalak,Sari street intercption with Alsittin street- in front of Alfalak roundabout,/_layouts/15/BAB.V2.Internet.Web/images/bablogo-icon.png,https://goo.gl/maps/xXUPH5bPHGAQ6BQR9,Men & Ladies
21.248962,40.413921,Branches and Sales Centers,TAIF,Shahar,Shahar street,/_layouts/15/BAB.V2.Internet.Web/images/bablogo-icon.png,https://goo.gl/maps/xXUPH5bPHGAQ6BQR9,Men Branch
21.248961,40.413933,Branches and Sales Centers,TAIF,shahar,shahar street,/_layouts/15/BAB.V2.Internet.Web/images/bablogo-icon.png,https://goo.gl/maps/xXUPH5bPHGAQ6BQR9,Men & Ladies
24.59778,46.744971,Branches and Sales Centers,Riyadh,Alazezya-southern ring,Southern ring-next to public transportation station,/_layouts/15/BAB.V2.Internet.Web/images/bablogo-icon.png,https://goo.gl/maps/xXUPH5bPHGAQ6BQR9,Men Branch
21.397426,39.791294,Branches and Sales Centers,Makkah,Alkhaldeya,Third ring road,/_layouts/15/BAB.V2.Internet.Web/images/bablogo-icon.png,https://goo.gl/maps/xXUPH5bPHGAQ6BQR9,Men Branch
24.563181,46.632085,Branches and Sales Centers,Riyadh,Western Ring,Western AlSuwaidi District near general organization for social insurance and Riyadh Chamber,/_layouts/15/BAB.V2.Internet.Web/images/bablogo-icon.png,https://goo.gl/maps/xXUPH5bPHGAQ6BQR9,Men Branch
21.756977,39.184899,Branches and Sales Centers,JEDDAH,Alhamdanya,yahya bin Saeed street -king abdulaziz road,/_layouts/15/BAB.V2.Internet.Web/images/bablogo-icon.png,https://goo.gl/maps/xXUPH5bPHGAQ6BQR9,Men Branch
