ATMS/id,ATMS/name,ATMS/district,ATMS/latitude,ATMS/longitude,ATMS/zoom
fTy7wcU1YJqFfgfkbkie,Dabaa,,31.051113,28.473469,20
fY2Qxbd9uZKqqwysriQZ,CAIRO INTERNATIONAL AIRPORT-HALL 3,,30.1119696,31.3967522,20
flauR4aFFrj2BCM4XTEB,Ramallah mall,,31.9078,35.2067,20
fnhIUYJYtfsLisVcKIeL,Beit Jala Branch,,31.711826,35.197192,20
g5AWJ2ARGg4pjH5CWfNO,Amal Hospital,,31.973,35.911,20
gRxx8tw3ugggtb5bDhGf,Total Abdullah Ghosheh Street/Drive Thru ATM,,31.971378,35.853968,20
gSh6KcBFs1CQkzIE9mXo,Hikma Pharmaceutical 1,,31.942757,35.84636,20
gZfeCR9o5354Yc2h0E3r,CAIRO FESTIVAL CITY,,30.027966,31.407648,20
gdVmDnjQJ4vusGAkQX2i,Nablus branch 2,,32.22183,35.26067,20
ghjcBaGCp8OS5yjnduSb,New Cairo Branch ATM 1,,30.020714,31.42066,20
gtVdkeCpSzE6gjzvkXDH,Ajloun,,32.33178,35.75189,20
gyu3jnUv4VVPi2zXNVAY,ALI AMIN  BRANCH ,,30.053806,31.336466,20
h4ehZRb9ubsHsAOHfIHW,Irbid 2,,32.544887,35.85731,20
hB6AhhVPNMIB71ocZZh0,Total 8th/Drive Thru ATM,,31.94,35.849,20
hKoSKMmrCeJ6X4hIL2ap,AlSunna,,31.956648,35.87856,20
hL6e8srP3GzX8VdpyUtb,Al-Hikma Pharmaceutical- Salt,,32.06411,35.72477,20
hkSJAONKZhPrqN8UOGb5,SWEDY FACTORY,,30.2479,31.759575,20
hmXvcLjbc4qb3cjBkI8v,Queen Alia Airport,,31.933,35.854,20
hmqHkWa2NsMaYyzPtTMf,Queen Rania St. Drive Thru ATM,,31.98975258,35.89327125,20
hty40JNGuQAGpx1cUYQj,SPORTING  BRANCH ,,31.213655,29.939449,20
i4eOfawELDqu6yElnQs4,Swefieh 2,,31.958148,35.867292,20
iEHIL3YAfDzTVLPXWmRb,Amman Mall,,31.99067,35.866247,20
idiuranpQA5G30UkWs7V,SOFITEL EL GEZIRA HOTEL,,30.040476,31.222284,20
ihWhlzCmNORy80PSMoD6,Taj Mall - Food Court,,31.941092,35.888214,20
izMqE3AuXznvZJXMCo4K,Haifa Gas Station,,31.935775,35.197599,20
j0SesziPPDQzLiIGdMEl,MISR LANGUAGE SCHOOL,,29.980686,31.12097,20
j5xdu3Z2mXRcsyZlwO7q,Hazmieh,,33.851111,35.540028,20
j6hUPQsx2dHdaNWYsuL1,Mall of Tanta ,,30.808149,31.006186,20
jCkEmw98nG1zW4YM4oDc,CAIRO BRANCH,,30.053148,31.247204,20
jD0czWys5yNCJunhF5DS,Mafraq,,32.343654,36.210135,20
jFuy30srboohfDgSgKFj,Deir Alla,,32.18886,35.621987,20
jLq9KTAUKFa1ufAEe7Ah,Gardens 1,,31.985183,35.881922,20
jQuljY6zD4FpNcX92D7q,Mohandesin ATM 1,,30.054561,31.203436,20
jWz0tnjhSVBp5smjc1LU,Elixir Beauty Spa,,31.964953,35.864742,20
ja3LuE6f18r4kMzWsN8J,Jopetrol Yasmeen,,31.918,35.903,20
jkm29jRDb71rN9L0KyIW,Galleria Mall,,31.959,35.862,20
jqC2GMQ1jPl9MmGTifku,DOKKI BRANCH,,30.043175,31.203146,20
kK4oZMHHDnXTEifLkFTJ,Al-Ekir,,32.218011,35.268474,20
kO4Bl0zo5G2bE48ShPJG,Al-Fareed Mugableen,,31.913609,35.901034,20
kT7f0NOz7anOJooR98dl,MANSOURA  BRANCH,,31.047531,31.385197,20
kX1AmWAUPSEyIX2oe10w,Jabal Hussein Br. 2,,31.968385,35.914567,20
knQm4B9TDieJuPl5SLtV,Intercontinental Hotel Aqaba,,29.534529,34.995124,20
l4IScVMRmT7EzXkcccbz,Ya‰Ûªabad,,32.446958,35.17112,20
l9hxud5DD9Xr60NnpDFD,Devash company,,30.397232,30.58066,20
lME3cXvKhHNmD2fOq4Vo,Halhool,,31.575601,35.098068,20
lO64n2gXGfqKz7dfhAwV,Hittin,,32.005836,36.007886,20
lPP94yTgf4jWxc8hmXUp,Maan,,30.2021556,35.729941,20
lcbWrXm4bCKEWzRbT7Ii,Irbid Mall Grand,,32.5302175,35.8906024,20
lsSgz3gNehMh02N2Y0FF,IDEAL STANDARD,,30.269585,31.76503,20
lvWl6rde5kgiceZxVwJX,Qalqelia branch 2,,32.191303,34.965641,20
lyK0BrC64nG5rNRS7yWI,Titanium Pharmacy,,31.872,35.837,20
m3GXTOHfqZA3jilBXHN8,Kings Academy,,31.752447,35.846994,20
m3pT7T64mMOZfAGxsAZ1,Sahab Branch,,31.853,36.007,20
m4OYMRqBkTd6ssGnqnsv,October ATM 2,,29.971205,30.942234,20
mBP0WGhuhtF88QdYMGln,Irsal Branch ,,31.917205,35.20714,20
mBkT7R7qeP9d1K4WmZkR,GEZIRET EL ARAB BRANCH ,,30.055737,31.201603,20
maKsWTfgkcfO3T8YWIfR,WATERWAY BRANCH,,30.04254,31.475294,20
nBeKslL2FPz2t0qchS9g,Gezert elward,,31.046741,31.370054,20
nHTOkEzT4IhpaPdyhVpl,"Royal

Automobile Club",,31.9652273,35.8455982,20
nNboEKyxzOnwcaJT9hFI,Bravo Supermarket - Mana‰Ûªa Center,,31.909039,35.188909,20
nR99I6fDKZienkfzLMSD,Tafileh,,30.836756,35.605161,20
nVKmyQmIvomCFdYMTmZa,Total gas station Bagour,,30.39447,31.039337,20
nX4AFOR3nnKXyVYMxfZD,October ATM 1,,29.971308,30.941836,20
nkKJpMDrKUNmQDWYTa5n,Saudi Arabian Embassy,,31.939,35.889,20
nuBDN8jt9vUaakzEDzfe,Jerash,,32.277001,35.89449,20
o2BZ5lmxYfFABrx4HFjO,Farah Hospital,,31.951566,35.906434,20
o3K6JN6c8LHmZAbKpEyx,10TH OF RAMADAN BRANCH,,30.276546,31.750452,20
o3MNpRyDVoEzxrgNa7hs,Aqaba,,29.559,35.004,20
oD1ugYT2AceLYPSGTJBb,Ain Al-Basha,,32.0537414,35.8340969,20
oSTUtneuP3joWBnL5C5G,Jawwal Company Headquarters,,31.928217,35.214894,20
ocrR2eJDbofnlna7ApW4,Irbid Huson,,32.482488,35.885054,20
oluLnouVJeRLNciGL6lT,MISR DUTY FREE SHOP,,30.047031,31.196028,20
ooMjNXvWJZw4Dm4IArNB,Dura Municipality ,,31.30274,35.01506,20
otAxRwbMXsFuAY7Inmi6,TOSHIBA BANHA,,30.453085,31.19603,20
otvMplP1gROi885HkfIh,Ashrafieh,,31.940617,35.938348,20
p0A8G4X7ewrthq46Jj3q,Al Rimal,,31.519709,34.445379,20
p6T1j2xW6rKmEqYl3FVC,Irbid Eidoun 2,,32.533613,35.852224,20
pAio49H4JwThWtp0NvB1,TOSHIBA COMPANY,,30.060993,31.2812,20
pQiW2xwAxitIicXSFN14,Asira Shamalia,,32.250591,35.26695,20
pdKxw6tyOFeJHefh1CKW,ALEXANDRIA CITY CENTRE,,31.166608,29.933383,20
q35KfO9umzgMuhOfnqqE,Manaseer University Street,,32.021412,35.861108,20
qBKh9Opc9P7o09nZyx7Y,Shaheed Street,,31.98666,35.899034,20
qQBT3NzsqTXssYY8Unnx,Quweismeh,,31.918187,35.948341,20
qjcPWbB6RxM4cmF9lZae,Dar El fouad Nasr City,,30.0657792,31.3195881,20
qoeWmBeuF57k2tFbqVHM,Care well Center ,,31.9484909,35.8695195,20
quS6w7EnLUO0Nt5KZBcC,Wadi Abdoun,,31.955,35.884,20
r1tKHzxkxmgzwHCAfq0H,NASR CITY  BRANCH ,,30.06304,31.343596,20
r5sAOiF4TykyeZruSvvx,Circle K EL sherouk,,30.151043,31.60396,20
rNhCh4TudkjXtjjwIQHF,Zezinia branch,,31.24051,29.96362,20
rYqT8jrFyhAY4t9xk6P7,TOTAL SHEROUK,,30.169134,31.602217,20
rkLqDY2hPrIbG6dLGT96,Cozmo,,31.952413,35.855164,20
s3AhvZZzuMAAUXd4EX1T,Mazraa,,33.878483,35.501193,20
s75YBuXVlHTP6VTMbsHR,Total Al-Zarqa Drive-Thru ATM,,32.03494405,36.09143616,20
sBn0y67Y9IzEMLWYjHW6,Anabta,,32.307347,35.116982,20
snDmbknQIoG7FeUFuWG9,Egyption Language school October,,29.957273,30.9320658,20
stccyU31zOxs9SWLaVDt,Yatta Branch,,31.457,35.11,20
syUPOeeam7L3MNQfw728,Dahiet Al-Rasheed,,32.005,35.88,20
t3XScI0JxWwxCaJTu406,Tubas branch ,,32.318842,35.372068,20
tACDawoHPo8VztDcTGBG,OBOUR BRANCH,,30.176727,31.474472,20
tNVseTZFeI8t9IgFoBow,Jopetrol Al-Zubi Gas Station,,32.610417,35.862028,20
tWXlQzayHk6BF5IswFNL,Petra University,,31.893837,35.871842,20
tYAUuCprWT2Pi2b8HDAT,Circle K Zayed,,30.015923,30.974653,20
tg7qQp68mAmr8MbEw1hk,Saida ,,33.562459,35.373812,20
to3U6vL3NfuujMwnm1gZ,Al bireh branch 2,,31.906707,35.210892,20
tqS0fGlV4Uk355C05xYZ,Al-Rayyan branch/Drive Thru ATM,,32.02882,35.86724,20
uGfPHkMfQpmGeNvGQCB5,Jadara Uni,,32.423,35.949,20
uHu6Y7XZSc6h2h4jOM9Y,Huwara,,32.153216,35.258946,20
uQdFohuriIiQMY3P3BCb,Al-Asaily Mall,,31.531859,35.098019,20
ulMB1D2LSqhCqHqpDSdm,Wehdat Branch,,31.931029,35.934223,20
um9YQ8FpIQu3S4zgzeYj,Kempinski Hotel,,31.968052,35.897001,20
uqBQOUX6vJLFHk6yCbNf,Mariachi Restaurant,,31.704,35.20247,20
v2pCBfYlErC2eDrWrXXt,Sanaa Trading Center (Libyan Center),,15.335263,44.183348,20
v78oE1jDMmT5OrIKVS0H,Palestine Street,,32.5548192,35.8460287,20
vLgGkYw6GYbsJxy6sJAi,TAHRIR BRANCH ,,30.039257,31.215792,20
vMhHitAZA9qm0tvHUK1w,Birzeit,,31.969175,35.193286,20
vNdclN44O2JWecboTqrB,Taiz,,13.578146,44.011681,20
vPYDiUHlRLFwPtjpya0n,Manaseer Airport Road,,31.919444,35.860164,20
vQ67isIY56avUk7zJ06A,Jounieh,,31.943,35.866,20
vhyu77YedYK9yp2qFMQJ,Wadi Musa (ATM Plus),,30.321813,35.479891,20
vjpQNJIaYsEoFQIJk6fK,Nablus Mall ATM,,32.221642,35.261478,20
vswlh02P3LHArKNlaoi7,City Mall,,31.980628,35.838336,20
vyRIgHCB4pblgbnCQ70c,ALEXANDRIA BRANCH,,31.240669,29.963678,20
w2wI8GYkh8Hpt0TKR01B,Bethlehem ,,31.70766,35.20512,20
wNQuQKhB42ip8pV5k58P,Paltel,,32.220153,35.233691,20
wNew2rJFSZl8T4QiPfc3,Hyundai,,32.0018369,35.8302496,20
wds7NmCQ7O10w6n4N7iy,Fifth Circle,,31.961352,35.879197,20
wmXz0SOmsXQ1bKBtAecT,Rafidia ,,32.223258,35.234989,20
xCj84Fu62YaCuejZmj2Y,Azoon,,32.1767403,35.058386,20
xLdRLF0utuu99I59gWFI,GALLERIA 40 MALL,,30.0166691,31.0007374,20
xQWXZUmcjWBIInUc58f7,Nablus Branch ATM,,32.221524,35.260717,20
xoWSMRwyOYHpqd2URGwm,ROXY BRANCH,,30.089411,31.311098,20
y1YwSjMTH3Zm6qOvw8uM,EBIC - ORASCOM,,29.632883,32.297314,20
y1hfxaPUmZNfSWC9y5xx,Tharwa Company,,30.01759,31.413918,20
yB5uaIjlgxBiRQh1BT2l,Beni Naeem,,31.5164599,35.1636901,20
yM5bbhYid1SLK7ZRxr85,MOKATTAM BRANCH,,30.13334,31.287874,20
yVTWdJ8rvnLzQ1wOVgGM,Petrol Refinery,,32.118902,36.112388,20
yY9eY6Eh5VTqOzS8G5zq,Khadouri,,32.524129,35.038028,20
yi7BHaa7cM8zjKPeG2e3,Hamra ,,33.89661,35.480862,20
zMOmIUecosw5UWgnOSTQ,IDEAL STANDARD 2,,30.301949,31.740396,20
zR9QJ1h0VkF9EdZsr414,Dabouq Branch,,31.994938,35.813026,20
zRNnlkXE9QX2Fh7j63ZF,PET Factory,,30.295555,31.777222,20
zSBJAp6L8rcZLJne2QKc,Seven Coffee House Drive-Thru ATM,,32.00255118,35.831111,20
zVesKCTXZlkRraiimJAH,American University,,32.4053,35.342,20
zeMdM0LsIuXpPgXSq8j6,Tripoli,,34.437,35.836,20
zgvBPileF5yh7JrMREXB,Manaseer Irbid,,32.54419,35.858533,20
0brwd78P49GyCNZQmF3Y,ENOC ‰ÛÒ Dubai Hill,,25.089917,55.252,20
0bw9eY90hw55RZk1vn6S,City Center Ajman,,25.4,55.479,20
1O22LRyp8PMpqn0lOZoT,City Centre Me‰Ûªaisem ,,25.040353,55.196833,20
1l6fuuBBKWggV17dvMqP,Seef,,26.237,50.543,20
2jCO5tMO409GbLB1Zpai,Sahara Centre,,25.298096,55.373981,20
3RxnK474Z5DZP2Wjvu88,Abu Dhabi Branch,,24.483529,54.353306,20
4uk8DLpZ8rb44vxFbZvp,Al Zahiyah Branch - BNA,,24.495341,54.376176,20
638hHAFiW0xpA7PugPDY,Abu Dhabi Branch - BNA,,24.483529,54.353306,20
7N5AFUcKhFA7cohQxixu,Doha Branch,,25.282114,51.535653,20
89tf0vScJvEZpcCWqiSG,Al-Ain Branch - BNA,,24.221719,55.758532,20
8Ij69z77uP47T7I5NttF,Dalma Mall ,,24.3331427,54.5239257,20
9DHVzcRSuhJVeVnkLKE4,Deira Branch,,25.258105,55.321354,20
AKZx6tSL0MXk1daTfIjO,Souk Extra Silicon Oasis ,,25.119,55.396,20
AjDX0lFB1H0kVgVYrxjN,Manama,,26.240966,50.588586,20
D2E5w3tN3VVDrM8Grdi5,Ibn Batuta Mall ATM,,25.045,55.12,20
H8NraZfRmqjnQBxuiAst,Dubai Airport Terminal 2,,25.267545,55.356,20
HAikIlUfSGZ4mkhhwF1s,Mega Mall,,25.344706,55.398765,20
HRKjQC7xunBuMgC19Oek,Springs Mall,,25.066321,55.192197,20
JOyhE1XSy52xejhZEXr2,ENOC 1035 ATM,,25.16954258,55.21536132,20
Ja92NM0OSdL9CHYYPyuZ,City Center Mirdiff,,25.217,55.408,20
LhOImsc8hq0JcuXwSNCU,Sheikh Zayed Road Branch,,25.130826,55.21095,20
NBnjsrKDsX0prAYeT7r7,Al Manar Center,,25.785,55.966,20
OEVLqFjJBIdoM6G9Gppa,Dubai Hills Mall ATM,,25.10190691,55.23992656,20
OFoPiydS3dlxKxudVgd3,Mukalaa ,,14.534725,49.125575,20
PiyaZce3bLSbE2PeeaDe,Sheikh Zayed Road Branch - BNA,,25.130826,55.21095,20
SZKSn4RZmXxaZqqYfPL3,Salwa Branch,,25.251024,51.473847,20
Tpno2kuyKIUwBxrfbrRb,Dubai Branch - BNA,,25.258105,55.321354,20
UJLLwH7x37cL65YpXrJD,Riffa,,26.141389,50.579255,20
UZOwc5RuFsXf6aW6zZyE,Carrefour ,,24.423401,54.451957,20
VBSKGY44QmlVcBxDQyZ7,Mall of the Emirates ,,25.11802,55.200476,20
VmY2zVnnkFtuRo7PI6tE,Marina Mall,,24.476,54.321,20
VytnwMq7HdUNcP3nK8Uj,Roxy Cinema - JBR,,25.078,55.132,20
XQ0j2ZFHcWU03aSsiT0f,Matajer Al Khan,,25.318,55.378,20
Xl08lT1xCRumoyeyMaGJ,The Dubai Mall Food Court,,25.197,55.279,20
YsVWqM7myLptZ73Nr4yV,Al Ansari Exchange,,24.489701,54.368274,20
YzMA1CqMvoeR4SIhp23M,EPCCO Gas Station,,25.261938,55.332479,20
YztH4hCXjIMutf4jQnM2,Business Bay Branch - BNA,,25.192096,55.262058,20
Z4igqQaoHqOn1PjenOri,Meadows Village,,25.0637,55.1573,20
ZWXHCqHUXbPkygLNxkGQ,The Market Mall - Green Community,,25.004756,55.164789,20
ZvgR8euj6JvSYDc6ebaw,Ranches Souk ATM,,25.0459787,55.2385485,20
aAHxMQ1q3pFPvl7htTh3,AL Safeer Mall - Ajman,,25.39,55.445,20
gC5HtFzFx0NcA4eB3WqS,Jordanian Consulate,,25.254,55.308,20
hQfnY1wQw87Tmm1axAg9,Emaar Square,,25.201,55.272,20
if6apw4GE9YN4deVWOCc,Arab Company for Shared Services ,,25.127477,55.428075,20
kK0DVz69JZeTz3s0VSoJ,ENOC JVC,,25.0626857,55.2044474,20
kYdN13lwtmoG29EYrqtY,Jordanian Embassy,,24.426409,54.431028,20
lijIV5nBcQLTE9zBGerF,Al-Ain Mall,,24.222,55.782,20
oetFPtD0yT8uC7miU0rm,Wahda Mall ATM,,24.469685,54.372438,20
pY4R3d7JN71NrUXrFwVU,National Charity School,,25.238562,55.345808,20
r7EqrZ46DCUSjLEgc3ji,Aden,,12.791515,45.004372,20
s5hc0seVCNGP4BLsdUnd,Hamad Town,,26.149,50.487,20
s8wK9n8cc6VQNEBpjCeJ,Ras AlKhaima Branch - BNA,,25.795198,55.970382,20
sVvjwPxCH1HmmVKV61NE,Doha Festival City,,25.386346,51.44184,20
vvXf3gKd5ebQWwMA1zkk,Yas Mall ,,24.4884556,54.6087162,20
xD3A6rXV3946JihnEIOj,Dubai Mall,,25.197054,55.279115,20
zgegTlPngUw2I8UsrIp4,Sharjah Branch - BNA,,25.336307,55.375641,20

